WASH1	WASH7P	ENSG00000227232
UNC119	RSKR	ENSG00000167524
UNC119	UNC119	ENSG00000109103
UNC119	RSKR	ENSG00000167524
UNC119	UNC119	ENSG00000109103
UNC119	RSKR	ENSG00000167524
UNC119	UNC119	ENSG00000109103
UNC119	RSKR	ENSG00000167524
PIGS	PIGS	ENSG00000087111
PIGS	RSKR	ENSG00000167524
PIGS	PIGS	ENSG00000087111
PIGS	RSKR	ENSG00000167524
PIGS	PIGS	ENSG00000087111
PIGS	RSKR	ENSG00000167524
PIGS	PIGS	ENSG00000087111
PIGS	RSKR	ENSG00000167524
ALDOC	RSKR	ENSG00000167524
ALDOC	ALDOC	ENSG00000109107
ALDOC		ENSG00000265168
ALDOC	RSKR	ENSG00000167524
ALDOC	ALDOC	ENSG00000109107
ALDOC	RSKR	ENSG00000167524
ALDOC	ALDOC	ENSG00000109107
ALDOC	RSKR	ENSG00000167524
ALDOC	ALDOC	ENSG00000109107
SPAG5	SPAG5	ENSG00000076382
SPAG5		ENSG00000258472
SPAG5	RSKR	ENSG00000167524
SPAG5	SPAG5	ENSG00000076382
SPAG5		ENSG00000258472
SPAG5	RSKR	ENSG00000167524
SPAG5	SPAG5	ENSG00000076382
SPAG5		ENSG00000258472
SPAG5	RSKR	ENSG00000167524
SPAG5	SPAG5	ENSG00000076382
SPAG5		ENSG00000258472
SPAG5	RSKR	ENSG00000167524
SGK494		ENSG00000258472
SGK494	SPAG5-AS1	ENSG00000227543
SGK494	RSKR	ENSG00000167524
SGK494		ENSG00000258472
SGK494	SPAG5-AS1	ENSG00000227543
SGK494	RSKR	ENSG00000167524
SGK494		ENSG00000258472
SGK494	SPAG5-AS1	ENSG00000227543
SGK494	RSKR	ENSG00000167524
SGK494		ENSG00000258472
SGK494	SPAG5-AS1	ENSG00000227543
SGK494	RSKR	ENSG00000167524
KIAA0100	BLTP2	ENSG00000007202
KIAA0100	BLTP2	ENSG00000007202
KIAA0100		ENSG00000264044
KIAA0100	BLTP2	ENSG00000007202
KIAA0100	BLTP2	ENSG00000007202
SDF2	SDF2	ENSG00000132581
SDF2	SDF2	ENSG00000132581
SDF2	SDF2	ENSG00000132581
SUPT6H	SUPT6H	ENSG00000109111
SUPT6H	SUPT6H	ENSG00000109111
SUPT6H	SUPT6H	ENSG00000109111
SUPT6H	SUPT6H	ENSG00000109111
PROCA1	PROCA1	ENSG00000167525
PROCA1	PROCA1	ENSG00000167525
PROCA1	PROCA1	ENSG00000167525
PROCA1	PROCA1	ENSG00000167525
RAB34	RAB34	ENSG00000109113
RAB34	RAB34	ENSG00000109113
RAB34	RAB34	ENSG00000109113
NARR	RAB34	ENSG00000109113
NARR	RAB34	ENSG00000109113
NARR	RAB34	ENSG00000109113
NARR	RAB34	ENSG00000109113
RAB34	RAB34	ENSG00000109113
RPL23A	RPL23A	ENSG00000198242
RPL23A		ENSG00000264577
RPL23A	RPL23A	ENSG00000198242
TLCD1	TLCD1	ENSG00000160606
TLCD1	TLCD1	ENSG00000160606
TLCD1	TLCD1	ENSG00000160606
TLCD1	TLCD1	ENSG00000160606
NEK8	NEK8	ENSG00000160602
NEK8		ENSG00000265073
NEK8	NEK8	ENSG00000160602
NEK8		ENSG00000265073
NEK8	NEK8	ENSG00000160602
NEK8		ENSG00000265073
NEK8	NEK8	ENSG00000160602
NEK8		ENSG00000265073
TRAF4	TRAF4	ENSG00000076604
TRAF4	TRAF4	ENSG00000076604
TRAF4	TRAF4	ENSG00000076604
TRAF4	TRAF4	ENSG00000076604
FAM222B	FAM222B	ENSG00000173065
FAM222B	FAM222B	ENSG00000173065
FAM222B	FAM222B	ENSG00000173065
FAM222B	FAM222B	ENSG00000173065
ERAL1	ERAL1	ENSG00000132591
ERAL1	FAM222B	ENSG00000173065
ERAL1	ERAL1	ENSG00000132591
ERAL1	ERAL1	ENSG00000132591
ERAL1	ERAL1	ENSG00000132591
FLOT2	FLOT2	ENSG00000132589
FLOT2	FLOT2	ENSG00000132589
FLOT2	FLOT2	ENSG00000132589
FLOT2	FLOT2	ENSG00000132589
DHRS13	DHRS13	ENSG00000167536
DHRS13	DHRS13	ENSG00000167536
DHRS13	DHRS13	ENSG00000167536
DHRS13	DHRS13	ENSG00000167536
PHF12	PHF12	ENSG00000109118
PHF12	PHF12	ENSG00000109118
PHF12	PHF12	ENSG00000109118
PHF12	PHF12	ENSG00000109118
SEZ6	PIPOX	ENSG00000179761
SEZ6	SEZ6	ENSG00000063015
SEZ6	PIPOX	ENSG00000179761
SEZ6	SEZ6	ENSG00000063015
SEZ6	PIPOX	ENSG00000179761
SEZ6	SEZ6	ENSG00000063015
SEZ6	PIPOX	ENSG00000179761
SEZ6	SEZ6	ENSG00000063015
PIPOX	PIPOX	ENSG00000179761
PIPOX	PIPOX	ENSG00000179761
PIPOX	PIPOX	ENSG00000179761
PIPOX	PIPOX	ENSG00000179761
TIAF1	MYO18A	ENSG00000196535
TIAF1	MYO18A	ENSG00000196535
TIAF1	MYO18A	ENSG00000196535
TIAF1	MYO18A	ENSG00000196535
MYO18A	MYO18A	ENSG00000196535
MYO18A	MYO18A	ENSG00000196535
MYO18A	MYO18A	ENSG00000196535
MYO18A	MYO18A	ENSG00000196535
TWF1	TWF1P1	ENSG00000178082
CRYBA1	CRYBA1	ENSG00000108255
CRYBA1	CRYBA1	ENSG00000108255
CRYBA1	CRYBA1	ENSG00000108255
CRYBA1	CRYBA1	ENSG00000108255
NUFIP2	NUFIP2	ENSG00000108256
NUFIP2	NUFIP2	ENSG00000108256
NUFIP2	NUFIP2	ENSG00000108256
NUFIP2	NUFIP2	ENSG00000108256
TAOK1	TAOK1	ENSG00000160551
TAOK1	TAOK1	ENSG00000160551
TAOK1	TAOK1	ENSG00000160551
TAOK1	TAOK1	ENSG00000160551
ABHD15	ABHD15	ENSG00000168792
ABHD15	TP53I13	ENSG00000167543
ABHD15	ABHD15-AS1	ENSG00000264031
ABHD15	ABHD15	ENSG00000168792
ABHD15	TP53I13	ENSG00000167543
ABHD15	ABHD15-AS1	ENSG00000264031
ABHD15	ABHD15	ENSG00000168792
ABHD15	TP53I13	ENSG00000167543
ABHD15	ABHD15-AS1	ENSG00000264031
ABHD15	ABHD15	ENSG00000168792
ABHD15	TP53I13	ENSG00000167543
ABHD15	ABHD15-AS1	ENSG00000264031
TP53I13	TP53I13	ENSG00000167543
TP53I13	ABHD15-AS1	ENSG00000264031
TP53I13	TP53I13	ENSG00000167543
TP53I13	ABHD15-AS1	ENSG00000264031
TP53I13	TP53I13	ENSG00000167543
TP53I13	ABHD15-AS1	ENSG00000264031
TP53I13	TP53I13	ENSG00000167543
TP53I13	ABHD15-AS1	ENSG00000264031
GIT1	GIT1	ENSG00000108262
GIT1	ABHD15-AS1	ENSG00000264031
GIT1	GIT1	ENSG00000108262
GIT1	ABHD15-AS1	ENSG00000264031
GIT1	GIT1	ENSG00000108262
GIT1	ABHD15-AS1	ENSG00000264031
GIT1	GIT1	ENSG00000108262
GIT1	ABHD15-AS1	ENSG00000264031
ANKRD13B	ANKRD13B	ENSG00000198720
ANKRD13B	ABHD15-AS1	ENSG00000264031
ANKRD13B	ANKRD13B	ENSG00000198720
ANKRD13B	ABHD15-AS1	ENSG00000264031
ANKRD13B	ANKRD13B	ENSG00000198720
ANKRD13B	ABHD15-AS1	ENSG00000264031
ANKRD13B	ANKRD13B	ENSG00000198720
ANKRD13B	ABHD15-AS1	ENSG00000264031
CORO6	ABHD15-AS1	ENSG00000264031
CORO6	CORO6	ENSG00000167549
CORO6	ABHD15-AS1	ENSG00000264031
CORO6	CORO6	ENSG00000167549
CORO6	ABHD15-AS1	ENSG00000264031
CORO6	CORO6	ENSG00000167549
CORO6	ABHD15-AS1	ENSG00000264031
CORO6	CORO6	ENSG00000167549
SSH2	ABHD15-AS1	ENSG00000264031
SSH2	SSH2	ENSG00000141298
SSH2	ABHD15-AS1	ENSG00000264031
SSH2	SSH2	ENSG00000141298
SSH2	ABHD15-AS1	ENSG00000264031
SSH2	SSH2	ENSG00000141298
SSH2	ABHD15-AS1	ENSG00000264031
SSH2	SSH2	ENSG00000141298
EFCAB5	EFCAB5	ENSG00000176927
EFCAB5	EFCAB5	ENSG00000176927
EFCAB5	EFCAB5	ENSG00000176927
EFCAB5	EFCAB5	ENSG00000176927
NSRP1	NSRP1	ENSG00000126653
NSRP1	NSRP1	ENSG00000126653
NSRP1	NSRP1	ENSG00000126653
NSRP1	NSRP1	ENSG00000126653
SLC6A4	SLC6A4	ENSG00000108576
SLC6A4	SLC6A4	ENSG00000108576
SLC6A4	SLC6A4	ENSG00000108576
SLC6A4	SLC6A4	ENSG00000108576
BLMH	BLMH	ENSG00000108578
BLMH	BLMH	ENSG00000108578
BLMH	BLMH	ENSG00000108578
BLMH	BLMH	ENSG00000108578
TMIGD1	TMIGD1	ENSG00000182271
TMIGD1	TMIGD1	ENSG00000182271
TMIGD1	TMIGD1	ENSG00000182271
TMIGD1	TMIGD1	ENSG00000182271
CPD	CPD	ENSG00000108582
CPD	CPD	ENSG00000108582
CPD	CPD	ENSG00000108582
CPD	CPD	ENSG00000108582
GOSR1	GOSR1	ENSG00000108587
GOSR1	GOSR1	ENSG00000108587
GOSR1	GOSR1	ENSG00000108587
GOSR1	GOSR1	ENSG00000108587
TBC1D26	TBC1D29P	ENSG00000266733
TBC1D29		ENSG00000290404
TBC1D29	TBC1D29P	ENSG00000266733
TBC1D29		ENSG00000290404
TBC1D29	TBC1D29P	ENSG00000266733
TBC1D29		ENSG00000290404
TBC1D29	TBC1D29P	ENSG00000266733
TBC1D29		ENSG00000290404
TBC1D29	TBC1D29P	ENSG00000266733
CRLF3	CRLF3	ENSG00000176390
CRLF3	CRLF3	ENSG00000176390
CRLF3	CRLF3	ENSG00000176390
CRLF3	CRLF3	ENSG00000176390
ATAD5	ATAD5	ENSG00000176208
ATAD5		ENSG00000265334
ATAD5	ATAD5	ENSG00000176208
ATAD5		ENSG00000265334
ATAD5	ATAD5	ENSG00000176208
ATAD5		ENSG00000265334
ATAD5	ATAD5	ENSG00000176208
TEFM	TEFM	ENSG00000172171
TEFM	TEFM	ENSG00000172171
TEFM	TEFM	ENSG00000172171
TEFM	TEFM	ENSG00000172171
ADAP2	ADAP2	ENSG00000184060
ADAP2	ADAP2	ENSG00000184060
ADAP2	ADAP2	ENSG00000184060
ADAP2	ADAP2	ENSG00000184060
RNF135	RNF135	ENSG00000181481
RNF135	RNF135	ENSG00000181481
RNF135	RNF135	ENSG00000181481
RNF135	RNF135	ENSG00000181481
NF1	NF1	ENSG00000196712
NF1	NF1	ENSG00000196712
NF1	NF1	ENSG00000196712
NF1	NF1	ENSG00000196712
OMG	OMG	ENSG00000126861
OMG	NF1	ENSG00000196712
OMG	OMG	ENSG00000126861
OMG	NF1	ENSG00000196712
OMG	OMG	ENSG00000126861
OMG	NF1	ENSG00000196712
OMG	OMG	ENSG00000126861
OMG	NF1	ENSG00000196712
EVI2B	EVI2B	ENSG00000185862
EVI2B	NF1	ENSG00000196712
EVI2B	EVI2B	ENSG00000185862
EVI2B	NF1	ENSG00000196712
EVI2B	EVI2B	ENSG00000185862
EVI2B	NF1	ENSG00000196712
EVI2B	EVI2B	ENSG00000185862
EVI2B		ENSG00000265118
EVI2B	NF1	ENSG00000196712
EVI2A	EVI2A	ENSG00000126860
EVI2A		ENSG00000265118
EVI2A	NF1	ENSG00000196712
EVI2A	EVI2A	ENSG00000126860
EVI2A	NF1	ENSG00000196712
EVI2A	EVI2A	ENSG00000126860
EVI2A	NF1	ENSG00000196712
EVI2A	EVI2A	ENSG00000126860
EVI2A	NF1	ENSG00000196712
AK4	AK4P1	ENSG00000263535
AK4	NF1	ENSG00000196712
RAB11FIP4	RAB11FIP4	ENSG00000131242
RAB11FIP4	RAB11FIP4	ENSG00000131242
RAB11FIP4	RAB11FIP4	ENSG00000131242
COPRS	COPRS	ENSG00000172301
COPRS	COPRS	ENSG00000172301
COPRS	COPRS	ENSG00000172301
COPRS	COPRS	ENSG00000172301
UTP6	UTP6	ENSG00000108651
UTP6		ENSG00000263990
UTP6	UTP6	ENSG00000108651
UTP6		ENSG00000263990
UTP6	UTP6	ENSG00000108651
UTP6		ENSG00000263990
UTP6	UTP6	ENSG00000108651
SUZ12	SUZ12	ENSG00000178691
SUZ12	SUZ12	ENSG00000178691
SUZ12	SUZ12	ENSG00000178691
SUZ12	SUZ12	ENSG00000178691
LRRC37B	LRRC37B	ENSG00000185158
LRRC37B	LRRC37B	ENSG00000185158
LRRC37B	LRRC37B	ENSG00000185158
LRRC37B	LRRC37B	ENSG00000185158
RHOT1	RHOT1	ENSG00000126858
RHOT1	RHOT1	ENSG00000126858
RHOT1	RHOT1	ENSG00000126858
RHOT1	RHOT1	ENSG00000126858
RHBDL3	RHBDL3	ENSG00000141314
RHBDL3	RHBDL3	ENSG00000141314
RHBDL3	RHBDL3	ENSG00000141314
RHBDL3	RHBDL3	ENSG00000141314
C17orf75		ENSG00000265794
C17orf75	C17orf75	ENSG00000108666
C17orf75		ENSG00000265794
C17orf75	C17orf75	ENSG00000108666
C17orf75		ENSG00000265794
C17orf75	C17orf75	ENSG00000108666
C17orf75		ENSG00000265794
C17orf75	C17orf75	ENSG00000108666
ZNF207		ENSG00000265794
ZNF207	ZNF207	ENSG00000010244
ZNF207		ENSG00000265794
ZNF207	ZNF207	ENSG00000010244
ZNF207	ZNF207	ENSG00000010244
PSMD11		ENSG00000279762
PSMD11	PSMD11	ENSG00000108671
PSMD11	PSMD11	ENSG00000108671
PSMD11	PSMD11	ENSG00000108671
PSMD11	PSMD11	ENSG00000108671
CDK5R1	CDK5R1	ENSG00000176749
CDK5R1	CDK5R1	ENSG00000176749
CDK5R1	CDK5R1	ENSG00000176749
CDK5R1	CDK5R1	ENSG00000176749
MYO1D	MYO1D	ENSG00000176658
MYO1D	MYO1D	ENSG00000176658
MYO1D	MYO1D	ENSG00000176658
MYO1D	MYO1D	ENSG00000176658
TMEM98	TMEM98	ENSG00000006042
TMEM98	TMEM98	ENSG00000006042
TMEM98	TMEM98	ENSG00000006042
TMEM98	TMEM98	ENSG00000006042
SPACA3	SPACA3	ENSG00000141316
SPACA3	SPACA3	ENSG00000141316
SPACA3	SPACA3	ENSG00000141316
SPACA3	SPACA3	ENSG00000141316
ASIC2	ASIC2	ENSG00000108684
ASIC2	ASIC2	ENSG00000108684
TLK2	TLK2P1	ENSG00000226049
TLK2		ENSG00000279668
TLK2		ENSG00000265356
TLK2	ASIC2	ENSG00000108684
ASIC2		ENSG00000263571
ASIC2	ASIC2	ENSG00000108684
ASIC2		ENSG00000263571
ASIC2	ASIC2	ENSG00000108684
CCL2	CCL2	ENSG00000108691
CCL2	CCL2	ENSG00000108691
CCL2	CCL2	ENSG00000108691
CCL2	CCL2	ENSG00000108691
CCL7	CCL7	ENSG00000108688
CCL7	CCL7	ENSG00000108688
CCL7	CCL7	ENSG00000108688
CCL7	CCL7	ENSG00000108688
CCL11	CCL11	ENSG00000172156
CCL11	CCL11	ENSG00000172156
CCL11	CCL11	ENSG00000172156
CCL11	CCL11	ENSG00000172156
CCL8	CCL8	ENSG00000108700
CCL8	CCL8	ENSG00000108700
CCL8	CCL8	ENSG00000108700
CCL8	CCL8	ENSG00000108700
CCL13	CCL13	ENSG00000181374
CCL13	CCL13	ENSG00000181374
CCL13	CCL13	ENSG00000181374
CCL13	CCL13	ENSG00000181374
CCL1	CCL1	ENSG00000108702
CCL1	CCL1	ENSG00000108702
CCL1	CCL1	ENSG00000108702
C17orf102	TMEM132E-DT	ENSG00000197322
C17orf102	TMEM132E-DT	ENSG00000197322
C17orf102	TMEM132E-DT	ENSG00000197322
C17orf102	TMEM132E-DT	ENSG00000197322
TMEM132E	TMEM132E	ENSG00000181291
TMEM132E	TMEM132E	ENSG00000181291
TMEM132E	TMEM132E	ENSG00000181291
TMEM132E	TMEM132E	ENSG00000181291
CCT6B	CCT6B	ENSG00000132141
CCT6B	CCT6B	ENSG00000132141
CCT6B	CCT6B	ENSG00000132141
CCT6B	CCT6B	ENSG00000132141
ZNF830	CCT6B	ENSG00000132141
ZNF830	ZNF830	ENSG00000198783
ZNF830	CCT6B	ENSG00000132141
ZNF830	ZNF830	ENSG00000198783
ZNF830	CCT6B	ENSG00000132141
ZNF830	ZNF830	ENSG00000198783
ZNF830	CCT6B	ENSG00000132141
ZNF830	ZNF830	ENSG00000198783
LIG3	LIG3	ENSG00000005156
LIG3	LIG3	ENSG00000005156
LIG3	LIG3	ENSG00000005156
LIG3	LIG3	ENSG00000005156
RFFL	RFFL	ENSG00000092871
RFFL		ENSG00000267618
RFFL	RFFL	ENSG00000092871
RFFL		ENSG00000267618
RFFL	RFFL	ENSG00000092871
RFFL		ENSG00000267618
RFFL	RFFL	ENSG00000092871
RFFL		ENSG00000267618
RAD51D		ENSG00000267618
RAD51D	RAD51D	ENSG00000185379
RAD51D		ENSG00000267618
RAD51D	RAD51D	ENSG00000185379
RAD51D		ENSG00000267618
RAD51D	RAD51D	ENSG00000185379
RAD51D		ENSG00000267618
RAD51D	RAD51D	ENSG00000185379
FNDC8	FNDC8	ENSG00000073598
FNDC8	FNDC8	ENSG00000073598
FNDC8	FNDC8	ENSG00000073598
FNDC8	FNDC8	ENSG00000073598
NLE1	NLE1	ENSG00000073536
NLE1	NLE1	ENSG00000073536
NLE1	NLE1	ENSG00000073536
NLE1	NLE1	ENSG00000073536
UNC45B	UNC45B	ENSG00000141161
UNC45B	UNC45B	ENSG00000141161
UNC45B	UNC45B	ENSG00000141161
UNC45B	UNC45B	ENSG00000141161
SLC35G3	SLC35G3	ENSG00000164729
SLC35G3	SLC35G3	ENSG00000164729
SLC35G3	SLC35G3	ENSG00000164729
SLC35G3	SLC35G3	ENSG00000164729
SLFN5	SLFN5	ENSG00000166750
SLFN5	SLFN5	ENSG00000166750
SLFN5	SLFN5	ENSG00000166750
SLFN5	SLFN5	ENSG00000166750
SLFN11	SLFN11	ENSG00000172716
SLFN11	SLFN11	ENSG00000172716
SLFN11	SLFN11	ENSG00000172716
SLFN11	SLFN11	ENSG00000172716
SLFN12	SLFN12	ENSG00000172123
SLFN12	SLFN12	ENSG00000172123
SLFN12	SLFN12	ENSG00000172123
SLFN12	SLFN12	ENSG00000172123
SLFN13	SLFN13	ENSG00000154760
SLFN13	SLFN13	ENSG00000154760
SLFN13	SLFN13	ENSG00000154760
SLFN13	SLFN13	ENSG00000154760
SLFN12L		ENSG00000267349
SLFN12L	SLFN12L	ENSG00000205045
SLFN12L	SLFN12L	ENSG00000205045
SLFN12L	SLFN12L	ENSG00000205045
SLFN12L	SLFN12L	ENSG00000205045
SLFN14	SLFN14	ENSG00000236320
SLFN14		ENSG00000267359
SLFN14	SLFN14	ENSG00000236320
SLFN14	SLFN14	ENSG00000236320
SLFN14	SLFN14	ENSG00000236320
PEX12	PEX12	ENSG00000108733
PEX12	PEX12	ENSG00000108733
PEX12	PEX12	ENSG00000108733
PEX12	PEX12	ENSG00000108733
AP2B1	AP2B1	ENSG00000006125
AP2B1	AP2B1	ENSG00000006125
AP2B1	AP2B1	ENSG00000006125
AP2B1	AP2B1	ENSG00000006125
RASL10B	RASL10B	ENSG00000270885
RASL10B	RASL10B	ENSG00000270885
RASL10B	RASL10B	ENSG00000270885
RASL10B	RASL10B	ENSG00000270885
GAS2L2	GAS2L2	ENSG00000270765
GAS2L2	GAS2L2	ENSG00000270765
GAS2L2	GAS2L2	ENSG00000270765
C17orf50	C17orf50	ENSG00000270806
C17orf50	MMP28	ENSG00000271447
C17orf50	C17orf50	ENSG00000270806
C17orf50	MMP28	ENSG00000271447
C17orf50	C17orf50	ENSG00000270806
C17orf50	MMP28	ENSG00000271447
C17orf50	C17orf50	ENSG00000270806
C17orf50	MMP28	ENSG00000271447
MMP28	MMP28	ENSG00000271447
MMP28	MMP28	ENSG00000271447
MMP28	MMP28	ENSG00000271447
MMP28	MMP28	ENSG00000271447
TAF15		ENSG00000270871
TAF15		ENSG00000270894
TAF15	TAF15	ENSG00000270647
TAF15		ENSG00000270871
TAF15		ENSG00000270894
TAF15	TAF15	ENSG00000270647
TAF15	TAF15	ENSG00000270647
TAF15	TAF15	ENSG00000270647
HEATR9	TAF15	ENSG00000270647
HEATR9	HEATR9	ENSG00000270379
HEATR9	TAF15	ENSG00000270647
HEATR9	HEATR9	ENSG00000270379
HEATR9	HEATR9	ENSG00000270379
HEATR9	HEATR9	ENSG00000270379
CCL5	CCL5	ENSG00000271503
CCL5		ENSG00000270240
CCL5	CCL5	ENSG00000271503
CCL5		ENSG00000270240
CCL5	CCL5	ENSG00000271503
CCL5		ENSG00000270240
CCL5	CCL5	ENSG00000271503
CCL5		ENSG00000270240
RDM1	RDM1	ENSG00000278023
RDM1	RDM1	ENSG00000278023
RDM1	RDM1	ENSG00000278023
RDM1	RDM1	ENSG00000278023
LYZL6	LYZL6	ENSG00000275722
LYZL6	LYZL6	ENSG00000275722
LYZL6	LYZL6	ENSG00000275722
LYZL6	LYZL6	ENSG00000275722
CCL16	CCL16	ENSG00000275152
CCL16	CCL16	ENSG00000275152
CCL16	CCL16	ENSG00000275152
CCL16	CCL16	ENSG00000275152
CCL14	CCL14	ENSG00000276409
CCL14		ENSG00000275431
CCL14	CCL15-CCL14	ENSG00000275688
CCL14	CCL14	ENSG00000276409
CCL14		ENSG00000275431
CCL14	CCL15-CCL14	ENSG00000275688
CCL14	CCL14	ENSG00000276409
CCL14		ENSG00000275431
CCL14	CCL15-CCL14	ENSG00000275688
CCL14	CCL14	ENSG00000276409
CCL14		ENSG00000275431
CCL14	CCL15-CCL14	ENSG00000275688
CCL18	CCL15	ENSG00000275718
CCL18	CCL15-CCL14	ENSG00000275688
CCL15	CCL15	ENSG00000275718
CCL15	CCL15-CCL14	ENSG00000275688
CCL15	CCL15	ENSG00000275718
CCL15	CCL15-CCL14	ENSG00000275688
CCL15	CCL15	ENSG00000275718
CCL15		ENSG00000275944
CCL15	CCL15-CCL14	ENSG00000275688
CCL15	CCL15	ENSG00000275718
CCL15		ENSG00000275944
CCL15	CCL15-CCL14	ENSG00000275688
CCL23	CCL23	ENSG00000274736
CCL23	CCL23	ENSG00000274736
CCL23	CCL23	ENSG00000274736
CCL23	CCL23	ENSG00000274736
CCL18	CCL18	ENSG00000275385
CCL18	CCL18	ENSG00000275385
CCL18	CCL18	ENSG00000275385
CCL3	CCL3	ENSG00000277632
CCL3	CCL3-AS1	ENSG00000277089
CCL3	CCL3	ENSG00000277632
CCL3	CCL3-AS1	ENSG00000277089
CCL3	CCL3	ENSG00000277632
CCL3	CCL3-AS1	ENSG00000277089
CCL3L3	CCL3	ENSG00000277632
CCL3L3	CCL3-AS1	ENSG00000277089
CCL3	CCL3	ENSG00000277632
CCL3	CCL3-AS1	ENSG00000277089
CCL4	CCL4	ENSG00000275302
CCL4	CCL4	ENSG00000275302
CCL4	CCL4	ENSG00000275302
CCL4L2	CCL4	ENSG00000275302
CCL4	CCL4	ENSG00000275302
CCL4L1	CCL4	ENSG00000275302
CCL4L1	CCL4	ENSG00000275302
TBC1D3G		ENSG00000276241
TBC1D3G	TBC1D3B	ENSG00000274808
TBC1D3B		ENSG00000276241
TBC1D3B	TBC1D3B	ENSG00000274808
TBC1D3B		ENSG00000276241
TBC1D3B	TBC1D3B	ENSG00000274808
CCL3L3	CCL3L1	ENSG00000276085
CCL3L3		ENSG00000274767
CCL3L3	CCL3L1	ENSG00000276085
CCL3L3	CCL3L1	ENSG00000276085
CCL4L2	CCL4L2	ENSG00000276070
CCL4L2	CCL4L2	ENSG00000276070
CCL4L2	CCL4L2	ENSG00000276070
CCL4L1	CCL4L2	ENSG00000276070
CCL4L1	CCL4L2	ENSG00000276070
TBC1D3L	TBC1D3I	ENSG00000274933
LOC102724862	TBC1D3I	ENSG00000274933
TBC1D3C	TBC1D3I	ENSG00000274933
TBC1D3H	TBC1D3G	ENSG00000260287
LOC101060389	TBC1D3G	ENSG00000260287
TBC1D3F	TBC1D3G	ENSG00000260287
TBC1D3B	TBC1D3H	ENSG00000274226
LOC102724862	TBC1D3H	ENSG00000274226
TBC1D3B	TBC1D3H	ENSG00000274226
TBC1D3H	TBC1D3H	ENSG00000274226
LOC101060321	TBC1D3H	ENSG00000274226
TBC1D3F	TBC1D3F	ENSG00000275954
TBC1D3	TBC1D3F	ENSG00000275954
TBC1D3C	TBC1D3F	ENSG00000275954
LOC101060321	TBC1D3F	ENSG00000275954
TBC1D3G	TBC1D3JP	ENSG00000274658
TBC1D3G	TBC1D3JP	ENSG00000274658
ZNHIT3	ZNHIT3	ENSG00000273611
ZNHIT3	ZNHIT3	ENSG00000273611
ZNHIT3	ZNHIT3	ENSG00000273611
ZNHIT3	ZNHIT3	ENSG00000273611
MYO19	MYO19	ENSG00000278259
MYO19	MYO19	ENSG00000278259
MYO19	MYO19	ENSG00000278259
MYO19	MYO19	ENSG00000278259
PIGW	MYO19	ENSG00000278259
PIGW	PIGW	ENSG00000277161
PIGW	MYO19	ENSG00000278259
PIGW	PIGW	ENSG00000277161
PIGW	MYO19	ENSG00000278259
PIGW	PIGW	ENSG00000277161
PIGW	MYO19	ENSG00000278259
PIGW	PIGW	ENSG00000277161
GGNBP2	GGNBP2	ENSG00000278311
GGNBP2	GGNBP2	ENSG00000278311
GGNBP2	GGNBP2	ENSG00000278311
DHRS11	DHRS11	ENSG00000278535
DHRS11	DHRS11	ENSG00000278535
DHRS11	DHRS11	ENSG00000278535
DHRS11	DHRS11	ENSG00000278535
MRM1	MRM1	ENSG00000278619
MRM1	MRM1	ENSG00000278619
MRM1	MRM1	ENSG00000278619
MRM1	MRM1	ENSG00000278619
LHX1	LHX1	ENSG00000273706
LHX1		ENSG00000276707
LHX1	LHX1	ENSG00000273706
LHX1		ENSG00000276707
LHX1	LHX1	ENSG00000273706
LHX1		ENSG00000276707
LHX1	LHX1	ENSG00000273706
LHX1		ENSG00000276707
AATF	AATF	ENSG00000275700
AATF	AATF	ENSG00000275700
AATF	AATF	ENSG00000275700
AATF	AATF	ENSG00000275700
ACACA	ACACA	ENSG00000278540
ACACA	ACACA	ENSG00000278540
ACACA	ACACA	ENSG00000278540
ACACA	ACACA	ENSG00000278540
C17orf78	C17orf78	ENSG00000278505
C17orf78	ACACA	ENSG00000278540
C17orf78	C17orf78	ENSG00000278505
C17orf78	ACACA	ENSG00000278540
C17orf78	C17orf78	ENSG00000278505
C17orf78	ACACA	ENSG00000278540
C17orf78	C17orf78	ENSG00000278505
C17orf78	ACACA	ENSG00000278540
TADA2A	TADA2A	ENSG00000276234
TADA2A	TADA2A	ENSG00000276234
TADA2A	TADA2A	ENSG00000276234
TADA2A	TADA2A	ENSG00000276234
DUSP14	DUSP14	ENSG00000276023
DUSP14	DUSP14	ENSG00000276023
DUSP14	DUSP14	ENSG00000276023
DUSP14	DUSP14	ENSG00000276023
SYNRG	SYNRG	ENSG00000275066
SYNRG	SYNRG	ENSG00000275066
SYNRG	SYNRG	ENSG00000275066
SYNRG	SYNRG	ENSG00000275066
DDX52	DDX52	ENSG00000278053
DDX52	DDX52	ENSG00000278053
DDX52	DDX52	ENSG00000278053
DDX52	DDX52	ENSG00000278053
HNF1B	HNF1B	ENSG00000275410
HNF1B	HNF1B	ENSG00000275410
HNF1B	HNF1B	ENSG00000275410
HNF1B	HNF1B	ENSG00000275410
TBC1D3L	TBC1D3K	ENSG00000273513
TBC1D3G	TBC1D3K	ENSG00000273513
TBC1D3L	TBC1D3L	ENSG00000274512
TBC1D3K	TBC1D3L	ENSG00000274512
TBC1D3K	TBC1D3D	ENSG00000274419
LOC101060389	TBC1D3D	ENSG00000274419
TBC1D3H	TBC1D3D	ENSG00000274419
LOC101060389	TBC1D3D	ENSG00000274419
